TF_name	TU_name	effect	evidence	confidence
CRP	ptsHI-crr[ptsHp]	+	[AIFS, APPH, GEA, IMP, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
CRP	putP[putPp4]	-	[AIFS, APPH, GEA, IMP, BTEI, APIORCISFBSCS, GEA]	STRONG
CRP	puuDRCBE[puuDp]	-	[AIFS, APPH, GEA, IMP, ICWHO, LTED, APIORCISFBSCS, IEP]	STRONG
CRP	raiAZ[raiAp]	+	[AIFS, APPH, GEA, IMP, ICWHO, AIBSCS, BPP, GEA]	STRONG
CRP	rbsDACBKR[rbsDp]	+	[AIFS, APPH, GEA, IMP, BTEI, AIBSCS, GEA]	STRONG
CRP	relA-mazEF[relAp2]	+	[AIFS, APPH, GEA, IMP, IEP, ITCR, APIORCISFBSCS, BPP, SM]	STRONG
CRP	rhaBAD[rhaBp]	+	[AIFS, APPH, GEA, IMP, ITCR, AIBSCS, GEA, APIORCISFBSCS, BCE]	STRONG
CRP	rhaSR[rhaSp]	+	[AIFS, APPH, GEA, IMP, ITCR, AIBSCS, BPP, GEA, SM, APIORCISFBSCS]	STRONG
CRP	rhaSR[rhaSp2]	+	[AIFS, APPH, GEA, IMP, ITCR, AIBSCS, BPP, GEA, SM, APIORCISFBSCS]	STRONG
CRP	rhaT[rhaTp]	+	[AIFS, APPH, GEA, IMP, LTED, AIBSCS, GEA]	STRONG
CRP	rmf[rmfp]	+	[AIFS, APPH, GEA, IMP, BTEI, ICWHO, AIBSCS, BPP, GEA]	STRONG
CRP	rplM-rpsI[rplMp]	-	[AIFS, APPH, GEA, IMP, BTEI, LTED, AIBSCS, BPP, GEA]	STRONG
CRP	rpoE-rseABC[rpoEp2b]	+	[AIFS, APPH, GEA, IMP, BTEI, ITCR, APIORCISFBSCS, BPP, GEA]	STRONG
CRP	rpoE-rseABC[rseDp]	+	[AIFS, APPH, GEA, IMP, BTEI, ITCR, APIORCISFBSCS, BPP, GEA]	STRONG
CRP	rpoH[rpoHp5]	+	[AIFS, APPH, GEA, IMP, BTEI, BCE, AIBSCS, BPP]	STRONG
CRP	rpoH[rpoHp4]	-	[AIFS, APPH, GEA, IMP, BTEI, AIBSCS, BPP, GEA]	STRONG
CRP	rpoH[rpoHp3]	-	[AIFS, APPH, GEA, IMP, BTEI, AIBSCS, BPP, GEA]	STRONG
CRP	rpoS[rpoSp]	-	[AIFS, APPH, GEA, IMP, PM, BCE, GEA, SM]	STRONG
CRP	rpsF-priB-rpsR-rplI[rpsFp]	+	[AIFS, APPH, GEA, IMP, AIBSCS, BPP, GEA]	STRONG
CRP	sbmC[sbmCp2]	+	[AIFS, APPH, GEA, IMP, ICWHO, AIBSCS, BPP, IHBCE]	STRONG
CRP	sdhCDAB-sucABCD-sdhX[sdhCp]	+	[AIFS, APPH, GEA, IMP, LTED, AIBSCS, BCE, GEA]	STRONG
CRP	sdhDAB[sdhDp2]	+	[AIFS, APPH, GEA, IMP, BTEI, BCE]	STRONG
CRP	secB-gpsA[secBp]	+	[AIFS, APPH, GEA, IMP, ICWHO, PM, APIORCISFBSCS, BPP, GEA, SM]	STRONG
CRP	serA[serAp2]	+	[AIFS, APPH, GEA, IMP, BTEI, APIORCISFBSCS, GEA]	STRONG
CRP	serC[serCp]	-	[AIFS, APPH, GEA, IMP, BTEI, LTED, APIORCISFBSCS, GEA, SM]	STRONG
CRP	serC-aroA[serCp]	-	[AIFS, APPH, GEA, IMP, BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, GEA, SM]	CONFIRMED
CRP	sfsA-dksA[sfsAp]	+	[AIFS, APPH, GEA, IMP, LTED, AIBSCS, APIORCISFBSCS, GEA]	STRONG
CRP	sodA[sodAp]	+	[AIFS, APPH, GEA, IMP, BTEI, AIBSCS, GEA]	STRONG
CRP	sodB[sodBp]	-	[AIFS, APPH, GEA, IMP, AIBSCS, GEA]	STRONG
CRP	sohB[sohBp1]	-	[AIFS, APPH, GEA, IMP, AIBSCS]	STRONG
CRP	sohB[sohBp2]	-	[AIFS, APPH, GEA, IMP, AIBSCS]	STRONG
CRP	sohB[sohBp]	-	[AIFS, APPH, GEA, IMP, AIBSCS]	STRONG
CRP	speC[speCp]	-	[AIFS, APPH, GEA, IMP, BPP, GEA, IGI]	STRONG
CRP	spf[spfp]	-	[AIFS, APPH, GEA, IMP, AISGDTU, APIORCISFBSCS]	STRONG
CRP	srlAEBD-gutM-srlR-gutQ[srlAp]	+	[AIFS, APPH, GEA, IMP, LTED, AIBSCS, GEA]	STRONG
CRP	tdcABCDEFG[tdcAp]	+	[AIFS, APPH, GEA, IMP, BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BCE, BPP, GEA, SM]	CONFIRMED
CRP	tnaC[tnaCp]	+	[AIFS, APPH, GEA, IMP, BTEI, AIBSCS, APIORCISFBSCS, BCE, GEA]	STRONG
CRP	tnaCAB[tnaCp]	+	[AIFS, APPH, GEA, IMP, IHBCE, ITCR, AIBSCS, APIORCISFBSCS, BCE, GEA]	STRONG
CRP	treBC[treBp]	-	[AIFS, APPH, GEA, IMP, CV(LTED/PM), IEP, ITCR, LTED, PM, APIORCISFBSCS, AIBSCS]	CONFIRMED
CRP	trg[trgp1]	+	[AIFS, APPH, GEA, IMP, IC, AIBSCS, BPP]	STRONG
CRP	trxA[trxAp1]	-	[AIFS, APPH, GEA, IMP, LTED, BPP, GEA]	STRONG
CRP	tsx[tsxp2]	+	[AIFS, APPH, GEA, IMP, BTEI, AIBSCS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
CRP	ubiG[ubiGp]	+	[AIFS, APPH, GEA, IMP, BPP, GEA, IGI]	STRONG
CRP	udp[udpP]	+	[AIFS, APPH, GEA, IMP, APIORCISFBSCS, BPP, GEA, SM]	STRONG
CRP	ugpBAECQ[ugpBp2]	+	[AIFS, APPH, GEA, IMP, IC, APIORCISFBSCS, BPP]	STRONG
CRP	uhpT[uhpTp]	+	[AIFS, APPH, GEA, IMP, APIORCISFBSCS, BCE, BPP, GEA, SM]	STRONG
CRP	uidABC[uidAp]	+	[AIFS, APPH, GEA, IMP, AIBSCS, APIORCISFBSCS, GEA]	STRONG
CRP	ulaABCDEF[ulaAp]	+	[AIFS, APPH, GEA, IMP, BTEI, ITCR, BCE, GEA, SM]	STRONG
CRP	uxaB[uxaBp]	+	[AIFS, APPH, GEA, IMP, BTEI, IMP, APIORCISFBSCS]	STRONG
CRP	uxaCA[uxaCp]	+	[AIFS, APPH, GEA, IMP, BTEI, IEP, AIBSCS, APIORCISFBSCS, GEA]	STRONG
CRP	uxuAB[uxuAp]	+	[AIFS, APPH, GEA, IMP, IEP, ITCR, AIBSCS, GEA, APIORCISFBSCS, BPP]	STRONG
CRP	uxuR[uxuRp]	+	[AIFS, APPH, GEA, IMP, IEP, IMP, BPP, GEA, IGI]	STRONG
CRP	xseA[xseAp]	-	[AIFS, APPH, GEA, IMP, BPP, GEA, SM]	STRONG
CRP	xylAB[xylAp]	+	[AIFS, APPH, GEA, IMP, BTEI, ITCR, AIBSCS, APIORCISFBSCS, GEA]	STRONG
CRP	xylE[xylEp]	+	[AIFS, APPH, GEA, IMP, ICWHO, AIBSCS, BPP, GEA, SM]	STRONG
CRP	xylFGHR[xylFp]	+	[AIFS, APPH, GEA, IMP, BTEI, ITCR, AIBSCS, APIORCISFBSCS, GEA]	STRONG
CRP	yaeP-rof[yaePp]	-	[APIORCISFBSCS, GEA, AIFS, APPH, GEA, IMP, ICWHO, APIORCISFBSCS, GEA]	STRONG
CRP	yaeQ-arfB-nlpE[yaeQp]	-	[AIFS, APPH, GEA, IMP, ICWHO, APIORCISFBSCS, GEA]	STRONG
CRP	ybiT[ybiTp]	+	[APIORCISFBSCS, GEA, AIFS, APPH, GEA, IMP, AISGDTU, AIBSCS, APIORCISFBSCS, GEA]	STRONG
CRP	ycdZ[ycdZp4]	+	[AIFS, APPH, GEA, IMP, ICWHO, AIBSCS, GEA]	STRONG
CRP	ycfQ[comRp]	-	[AIFS, APPH, GEA, IMP, AISGDTU, APIORCISFBSCS, BPP, GEA]	STRONG
CRP	ycfR[bhsAp]	-	[APIORCISFBSCS, GEA, AIFS, APPH, GEA, IMP, AISGDTU, APIORCISFBSCS, BPP, GEA]	STRONG
CRP	ychH[ychHp]	+	[AIFS, APPH, GEA, IMP, AISGDTU, AIBSCS, BCE, GEA, SM]	STRONG
CRP	yeiP[yeiPp]	+	[AIFS, APPH, GEA, IMP, ICWHO, AIBSCS, GEA]	STRONG
CRP	yeiW[yeiWp]	+	[APIORCISFBSCS, GEA, AIFS, APPH, GEA, IMP, AISGDTU, AIBSCS, GEA]	STRONG
CRP	yhfA[yhfAp]	+	[AIFS, APPH, GEA, IMP, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
CRP	yiaKLMNO-lyx-sgbHUE[yiaKp]	+	[AIFS, APPH, GEA, IMP, BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP, GEA]	CONFIRMED
CRP	yihW[csqRp]	+	[AIFS, APPH, GEA, IMP, IDA, BPP, GEA, MCIBSPD]	STRONG
CRP	yjhIHG[yjhIp]	+	[AIFS, APPH, GEA, IMP, ICWHO, AIBSCS, GEA]	STRONG
CRP	ykgR[ykgRp]	+	[AIFS, APPH, GEA, IMP, LTED, APIORCISFBSCS, GEA]	STRONG
CRP	zraSR[zraSp]	+	[AIFS, APPH, GEA, IMP, IEP, ITCR, AIBSCS, GEA]	STRONG
CRP-Sxy	yccR[sxyp]	+	[IMP, AISGDTU, APIORCISFBSCS, GEA]	WEAK
CadC	cadBA[cadBp]	+	[IMP, PM, BPP, GEA, IGI]	STRONG
CadC	cadC[cadCp]	+	[IMP, BPP, GEA, IGI]	STRONG
CaiF	caiTABCDE[caiTp]	+	[PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
CaiF	fixABCX[fixAp]	+	[LTED, APIORCISFBSCS, BPP, GEA]	STRONG
Cbl	ssuEADCB[ssuEp]	+	[IE, BTEI, BPP, GEA]	STRONG
Cbl	tauABCD[tauAp]	+	[IE, BTEI, PM, BPP, GEA]	STRONG
CdaR	cdaR[cdaRp]	+	[GEA, IFC, LTED, BPP, GEA, IGI]	STRONG
CdaR	garD[garDp]	+	[GEA, IFC, BTEI, BPP, GEA, IGI]	STRONG
CdaR	garPLRK-rnpB[garPp]	+	[GEA, IFC, BTEI, LTED, BPP, GEA, IGI]	STRONG
CdaR	gudPXD[gudPp]	+	[GEA, IFC, BTEI, BPP, GEA, IGI]	STRONG
CecR	cecR-ybhGFSR[cecRp]	-	[AUPEINH, HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, BPP, GEA, GS]	STRONG
ChbR	chbBCARFG[chbBp]	+	[BPP, GEA]	STRONG
ComR	ycfR[bhsAp]	-	[AIFS, APPHINH, IEP, AISGDTU, BPP, GEA, IGI]	STRONG
CpxR	acrD[acrDp2]	+	[HIFS, IEP, IPI, BPP, GEA, IC]	STRONG
CpxR	aroG[aroGp]	+	[HIFS, IEP, IPI, BTEI, APIORCISFBSCS, BPP]	STRONG
CpxR	bacA[bacAp]	+	[HIFS, IEP, IPI, ICA]	WEAK
CpxR	bamE[bamEp]	-	[HIFS, IEP, IPI, ICA]	WEAK
CpxR	cpxPQ[cpxPp]	+	[HIFS, IEP, IPI, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	cpxRA[cpxRp]	+	[HIFS, IEP, IPI, IC, APIORCISFBSCS, GEA, BPP]	STRONG
CpxR	cpxRA[cpxRp2]	+	[HIFS, IEP, IPI, IC, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	csgBAC[csgBp]	-	[HIFS, IEP, IPI, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	csgBAC[csgBp2]	-	[HIFS, IEP, IPI, LTED, APIORCISFBSCS, BPP, GEA, AIBSCS]	STRONG
CpxR	csgDEFG[csgDp1]	-	[HIFS, IEP, IPI, BTEI, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	csgDEFG[csgDp3]	-	[HIFS, IEP, IPI, BTEI, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	cyaR[cyaRp]	-	[HIFS, IEP, IPI, BTEI, ICWHO, LTED, BPP, GEA, IGI]	STRONG
CpxR	cyaR[cyaRp2]	-	[HIFS, IEP, IPI, BTEI, ICWHO, LTED, BPP, GEA, IGI]	STRONG
CpxR	cyaR[cyaRp3]	-	[HIFS, IEP, IPI, BTEI, ICWHO, LTED, BPP, GEA, IGI]	STRONG
CpxR	degP[degPp]	+	[HIFS, IEP, IPI, ICWHO, LTED, APIORCISFBSCS, BPP, GEA, AIBSCS]	STRONG
CpxR	dgcZ[dgcZp]	+	[HIFS, IEP, IPI, BTEI, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	dsbC[dsbCp]	+	[HIFS, IEP, IPI, APIORCISFBSCS, GEA]	WEAK
CpxR	efeU[efeUp]	-	[HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	ftnB[ftnBp2]	+	[HIFS, IEP, IPI, APIORCISFBSCS, BPP]	STRONG
CpxR	hlpA-lpxD-fabZ-lpxA[hlpAp]	+	[HIFS, IEP, IPI, BTEI, APIORCISFBSCS, GEA]	WEAK
CpxR	ldtC[ldtCp]	+	[HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, BPP]	STRONG
CpxR	ldtD[ldtDp]	+	[HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	marRAB[marRp]	+	[HIFS, IEP, IPI, BTEI, IEP, ITCR, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	mdtABCD-baeSR[mdtAp]	+	[HIFS, IEP, IPI, ITCR, LTED, BPP, GEA, IC]	STRONG
CpxR	motAB-cheAW[motAp]	-	[HIFS, IEP, IPI, BPP, GEA]	STRONG
CpxR	ompC[ompCp1]	+	[HIFS, IEP, IPI, LTED, AIBSCS, BPP, GEA]	STRONG
CpxR	ompF[ompFp]	-	[HIFS, IEP, IPI, AIBSCS, BPP, GEA]	STRONG
CpxR	ompF[ompFp2]	-	[HIFS, IEP, IPI, AIBSCS, BPP, GEA]	STRONG
CpxR	ppiA[ppiAp1]	+	[HIFS, IEP, IPI, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	ppiD[ppiDp2]	+	[HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, SM]	STRONG
CpxR	psd-mscM[psdp]	-	[HIFS, IEP, IPI, ICWHO, ICA]	WEAK
CpxR	rpoE-rseABC[rpoEp1a]	-	[HIFS, IEP, IPI, BTEI, AIBSCS, GEA]	WEAK
CpxR	rpoH[rpoHp1]	+	[HIFS, IEP, IPI, BTEI, BPP, GEA, IGI]	STRONG
CpxR	rpoH[rpoHp]	+	[HIFS, IEP, IPI, BTEI, BPP, GEA, IGI]	STRONG
CpxR	rprA[rprAp]	+	[HIFS, IEP, IPI, ICWHO, LTED, BPP, GEA, IGI]	STRONG
CpxR	sbmA-yaiW[sbmAp]	+	[HIFS, IEP, IPI, ITCR, BPP, GEA, IGI]	STRONG
CpxR	slt[sltp7]	+	[HIFS, IEP, IPI, ICWHO, AIBSCS, APIORCISFBSCS, BPP, GEA, IGI]	STRONG
CpxR	spy[spyp]	+	[HIFS, IEP, IPI, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	srkA-dsbA[srkAp]	+	[HIFS, IEP, IPI, BTEI, PM, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	tomB-hha[tomBp1]	+	[HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, BPP]	STRONG
CpxR	tsr[tsrp1]	-	[HIFS, IEP, IPI, AISGDTU, BPP]	STRONG
CpxR	ung[ungp]	-	[HIFS, IEP, IPI, BTEI, BCE, BPP]	STRONG
CpxR	yccA[yccAp]	+	[HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	yebE[yebEp]	+	[HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	yidQ[yidQp]	+	[HIFS, IEP, IPI, APIORCISFBSCS, GEA]	WEAK
CpxR	yqaE[yqaEp]	+	[HIFS, IEP, IPI, ICWHO, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	yqaE-kbp[yqaEp]	+	[HIFS, IEP, IPI, PM, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
CpxR	yqjA-mzrA[yqjAp1]	+	[HIFS, IEP, IPI, ICWHO, APIORCISFBSCS, BPP]	STRONG
Cra	aceBAK[aceBp]	+	[PM, BPP, GEA, SM]	STRONG
Cra	acnA[acnAp2]	+	[LTED, BPP, GEA, IGI]	STRONG
Cra	acnB[acnBp]	-	[LTED, BPP, GEA, IGI]	STRONG
Cra	adhE[adhEp1]	-	[TASES, BCE, GEA, ICWHO, SM]	STRONG
Cra	adhE[adhEp]	-	[TASES, BCE, GEA, ICWHO, SM]	STRONG
Cra	aroP[aroPp1]	+	[AISGDTU, BTEI, AIBSCS, GEA]	WEAK
Cra	aroP[aroPp2]	+	[GEA, ICWHO, AISGDTU, BTEI, AIBSCS, GEA]	WEAK
Cra	betIBA[betIp]	+	[BPP, GEA, IGI]	STRONG
Cra	betT[betTp]	+	[BPP, GEA, IGI]	STRONG
Cra	crp[crpp1]	+	[BPP, GEA, SM]	STRONG
Cra	csgDEFG[csgDp1]	+	[BTEI, PAGTSBP, AIBSCS, BPP, GEA, SM]	STRONG
Cra	csgDEFG[csgDp3]	+	[BTEI, PAGTSBP, AIBSCS, BPP, GEA, SM]	STRONG
Cra	cydAB[cydAp5]	+	[AIBSCS, BPP, GEA]	STRONG
Cra	cyoABCDE[cyoAp]	-	[AIBSCS, GEA]	WEAK
Cra	edd-eda[eddp1]	-	[LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Cra	eno[enop1]	-	[BTEI, BPP, GEA, APIORCISFBSCS]	STRONG
Cra	eno[enop2]	-	[BTEI, BPP, GEA, APIORCISFBSCS]	STRONG
Cra	eno[enop3]	-	[BTEI, BPP, GEA, APIORCISFBSCS]	STRONG
Cra	epd-pgk[epdp]	-	[BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP, GEA, SM]	CONFIRMED
Cra	epd-pgk[epdp2]	-	[BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP, GEA, SM]	CONFIRMED
Cra	epd-pgk-fbaA[epdp]	-	[LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Cra	epd-pgk-fbaA[epdp2]	-	[LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Cra	fbaB[fbaBp]	-	[ICWHO, AIBSCS, GEA]	WEAK
Cra	fruBKA[fruBp]	-	[TAS, AIBSCS, GEA, NTAS]	WEAK
Cra	gapA[gapAp1]	-	[ICWHO, APIORCISFBSCS, BPP, GEA, AIBSCS]	STRONG
Cra	gapA[gapAp3]	-	[ICWHO, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
Cra	gapA[gapAp4]	-	[ICWHO, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
Cra	gapA[gapAp]	-	[ICWHO, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
Cra	gapA-yeaD[gapAp2]	-	[ITCR, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
Cra	glcC[glcCp]	-	[LTED, AIBSCS, GEA]	STRONG
Cra	glk[glkp]	-	[BTEI, AIBSCS, APIORCISFBSCS, GEA]	WEAK
Cra	glk[glkp2]	-	[BTEI, AIBSCS, APIORCISFBSCS, GEA]	WEAK
Cra	gpmM-envC-yibQ[gpmMp]	-	[ICWHO, AIBSCS, GEA]	WEAK
Cra	hypF[hypFp2]	-	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
Cra	hypF[hypFp3]	-	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
Cra	icd[icdAp2]	+	[ITCR, BPP]	STRONG
Cra	manXYZ[manXp]	-	[AIBSCS, GEA]	WEAK
Cra	marRAB[marRp]	-	[BTEI, IEP, ITCR, LTED, AIBSCS, GEA]	STRONG
Cra	mpl[mplp1]	-	[AIBSCS, GEA]	WEAK
Cra	mpl[mplp]	-	[AIBSCS, GEA]	WEAK
Cra	mtlADR[mtlAp]	-	[LTED, BPP, GEA]	STRONG
Cra	nirBDC-cysG[nirBp]	-	[APIORCISFBSCS, BCE, GEA]	WEAK
Cra	pck[pckp]	+	[APIORCISFBSCS, BPP, GEA, SM]	STRONG
Cra	pdhR-aceEF-lpdA[pdhRp]	-	[LTED, AIBSCS, GEA]	STRONG
Cra	pdhR-aceEF-lpdA[pdhRp2]	-	[LTED, AIBSCS, GEA]	STRONG
Cra	pfkA[pfkAp2]	-	[ICWHO, BPP]	STRONG
Cra	pfkA[pfkAp]	-	[ICWHO, BPP]	STRONG
Cra	poxB[poxBp]	+	[IEP, BPP, GEA, IGI]	STRONG
Cra	poxB[poxBp2]	+	[IEP, BPP, GEA, IGI]	STRONG
Cra	ppc[ppcp]	-	[ICWHO, AIBSCS, GEA]	WEAK
Cra	pps[ppsp]	+	[AIBSCS, BPP, GEA, ICWHO]	STRONG
Cra	prpBCDE[prpBp]	-	[ICWHO, AIBSCS, GEA]	WEAK
Cra	ptsHI-crr[ptsHp2]	+	[BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
Cra	ptsHI-crr[ptsHp1]	-	[BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
Cra	pykF[pykFp]	-	[BTEI, BCE, SM]	STRONG
Cra	sgrST-setA[sgrSp]	-	[AISGDTU, ICWHO, ITCR, AIBSCS, GEA]	WEAK
Cra	sgrST-setA[sgrSp2]	-	[AISGDTU, ICWHO, ITCR, AIBSCS, GEA]	WEAK
Cra	tpiA[tpiAp2]	-	[IC, AIBSCS, GEA]	WEAK
Cra	tpiA[tpiAp]	-	[IC, AIBSCS, GEA]	WEAK
Cra	yahA[pdeLp1]	-	[BTEI, ICWHO, AIBSCS, GEA, APIORCISFBSCS, BPP]	STRONG
Cra	zwf[zwfp]	-	[AIBSCS, GEA]	WEAK
CreB	creD[creDp]	+	[BTEI, AIBSCS, BPP, GEA]	STRONG
CreB	malEFG[malEp]	-	[ITCR, LTED, AIBSCS, GEA]	STRONG
CreB	talA[talAp]	+	[IC, AIBSCS, GEA]	WEAK
CsgD	adrA[adrAp]	+	[IE, BTEI, AIBSCS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
CsgD	csgBAC[csgBp]	+	[IE, LTED, AIBSCS, GEA, SM, APIORCISFBSCS, BPP]	STRONG
CsgD	csgBAC[csgBp2]	+	[IE, LTED, APIORCISFBSCS, BPP, GEA, AIBSCS, SM]	STRONG
CsgD	csgDEFG[csgDp1]	+	[IE, BTEI, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
CsgD	csgDEFG[csgDp3]	+	[IE, BTEI, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
CsgD	flgMN[flgMp]	-	[IE, APIORCISFBSCS, BPP]	STRONG
CsgD	fliAZY[fliAp1]	-	[IE, LTED, AIBSCS, BPP]	STRONG
CsgD	fliE[fliEp]	-	[APIORCISFBSCS, BPP, GEA, IE, AISGDTU, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
CsgD	fliE[fliEp1]	-	[APIORCISFBSCS, BPP, GEA, IE, AISGDTU, APIORCISFBSCS, BPP, GEA]	STRONG
CsgD	fliFGHIJK[fliFp1]	-	[IE, APIORCISFBSCS, BPP, GEA]	STRONG
CsgD	iraP[iraPp1]	+	[IE, ICWHO, LTED, BPP, GEA, IGI]	STRONG
CsgD	nlpA[nlpAp]	+	[IE, AISGDTU, BPP, GEA, APIORCISFBSCS]	STRONG
CsgD	pepD[pepDp3]	-	[IE, BTEI, LTED, AIBSCS, GEA]	STRONG
CsgD	ubiT-yhbS[ubiTp2]	-	[IE, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
CsgD	wrbA-yccJ[wrbAp]	+	[IE, ICWHO, APIORCISFBSCS, BPP]	STRONG
CsgD	yccT[yccTp]	+	[IE, BTEI, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
CspA	gyrA[gyrAp]	+	[APPH, IEP, APIORCISFBSCS]	STRONG
CspA	hns[hnsp]	+	[APPH, IEP, BPP, GEA, IGI]	STRONG
CsqR	yihUTS[yihUp5]	-	[BPP, CV(GEA/GS), GEA, GS, APPHINH, HIFS, IEP, ICWHO, BPP, GEA, GS]	STRONG
CsqR	yihV-csqR[yihVp1]	-	[APPHINH, HIFS, IEP, ICWHO, BPP, GEA, GS]	STRONG
CsqR	yihW[csqRp]	-	[APPHINH, HIFS, IEP, IDA, BPP, GEA, IGI]	STRONG
CueR	copA[copAp]	+	[APPH, GEA, IFC, BTEI, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
CueR	cueO[cueOp]	+	[APPH, GEA, IFC, APIORCISFBSCS, BPP, GEA]	STRONG
CueR	moaABCDE[moaAp1]	-	[APPH, GEA, IFC, APIORCISFBSCS, GEA]	STRONG
CusR	cusCFBA[cusCp]	+	[IE, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
CusR	cusRS[cusRp]	+	[IE, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
CusR	cyoABCDE[cyoAp]	+	[IE, APIORCISFBSCS]	WEAK
CusR	hiuH[hiuHp]	+	[IE, ICWHO, AIBSCS, BPP, GEA]	STRONG
CynR	cynR[cynRp]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
CynR	cynTS[cynTp]	+	[BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
CynR	cynTSX[cynTp]	+	[BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
CysB	cbl[cblp]	+	[LTED, BPP, GEA, IGI]	STRONG
CysB	cysB[cysBp]	-	[APIORCISFBSCS]	WEAK
CysB	cysDNC[cysDp]	+	[BTEI, IEP, ITCR, PM, BCE]	STRONG
CysB	cysJIH[cysJp]	+	[APIORCISFBSCS]	WEAK
CysB	cysK[cysKp1]	+	[BTEI, APIORCISFBSCS, GEA, SM]	STRONG
CysB	cysPUWAM[cysPp]	+	[BPP, GEA]	STRONG
CysB	dgcZ[dgcZp]	+	[BTEI, ICWHO, AIBSCS]	WEAK
CysB	hslJ[hslJp]	-	[ICWHO, AIBSCS, BPP, GEA]	STRONG
CysB	ssuEADCB[ssuEp]	-	[BTEI, BPP, GEA]	STRONG
CysB	tauABCD[tauAp]	+	[BTEI, PM, BPP, GEA]	STRONG
CysB	tcyJ[tcyJp]	+	[BTEI, LTED, BPP, GEA, IGI]	STRONG
CysB	tcyP[tcyPp]	+	[LTED, BPP, GEA, IGI]	STRONG
CysB	ybdN[ybdNp]	+	[ICWHO, AIBSCS]	WEAK
CysB	yciW[yciWp]	+	[ICWHO, AIBSCS, GEA]	WEAK
CysB	ygeH[ygeHp10]	+	[ICWHO, AIBSCS]	WEAK
CysB	yoaC[yoaCp1]	+	[ICWHO, AIBSCS]	WEAK
CytR	cdd[cddp]	-	[ICWHO, APIORCISFBSCS, BPP, GEA, SM]	STRONG
CytR	cytR[cytRp]	-	[ICWHO, APIORCISFBSCS, BPP, GEA, IC]	STRONG
CytR	deoCABD[deoCp2]	-	[LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
CytR	nupC[nupCp]	-	[BPP, GEA, IGI]	STRONG
