TF_name	TU_name	effect	evidence	confidence
Lrp	gltBDF[gltBp2]	+	[RSE, CV(LTED/PM), LTED, PM, AIBSCS, CSE, GEA, APIORCISFBSCS, BPP, SM, EME, AIBSPD, CCE]	CONFIRMED
Lrp	hdeAB-yhiD[hdeAp]	-	[ITCR, LTED, AIBSCS, GEA]	STRONG
Lrp	hdeAB-yhiD[hdeAp2]	-	[ITCR, LTED, AIBSCS, GEA]	STRONG
Lrp	ilvIH[ilvIp2]	-	[APIORCISFBSCS, BCE, BPP, GEA, SM, LTED, APIORCISFBSCS, BCE, BPP, CSE, GEA, SM, EME, AIBSPD, CCE]	STRONG
Lrp	ilvIH[ilvIHp1]	+	[RSE, LTED, APIORCISFBSCS, BCE, BPP, CSE, GEA, SM, EME, AIBSPD, CCE]	STRONG
Lrp	ilvL[ilvLp2]	-	[RSE, BTEI, CSE, SM, APIORCISFBSCS]	STRONG
Lrp	ilvLXG_1G_2MEDA[ilvLp2]	-	[RSE, BTEI, LTED, CSE, SM, APIORCISFBSCS]	STRONG
Lrp	kbl-tdh[kblp]	+	[AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
Lrp	leuE[leuEp]	-	[RSE, ICWHO, AIBSCS, CSE]	WEAK
Lrp	livJ[livJp]	-	[RSE, BTEI, APIORCISFBSCS, BPP, CSE, GEA, SM]	STRONG
Lrp	livKHMGF[livKp1]	-	[RSE, BTEI, PM, BPP, GEA, IGI]	STRONG
Lrp	lrp[lrpp]	-	[APIORCISFBSCS, SM, BCE, AIBSCS, GEA]	STRONG
Lrp	lysP[lysPp]	+	[ICWHO, BPP, GEA, IGI]	STRONG
Lrp	lysU[lysUp1]	-	[RSE, APIORCISFBSCS, CSE, SM]	STRONG
Lrp	malT[malTp]	+	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	micF[micFp]	-	[BTEI, LTED, BPP, GEA]	STRONG
Lrp	micF[micFp2]	-	[BTEI, LTED, BPP, GEA]	STRONG
Lrp	ompC[ompCp1]	-	[LTED, BPP, GEA, AIBSCS]	STRONG
Lrp	ompC[ompCp2]	-	[LTED, BPP, GEA, AIBSCS]	STRONG
Lrp	ompC[ompCp3]	-	[LTED, BPP, GEA, AIBSCS]	STRONG
Lrp	oppABCDF[oppAp]	-	[RSE, ITCR, BPP, CSE]	STRONG
Lrp	osmC[osmCp1]	-	[AISGDTU, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Lrp	osmC[osmCp2]	+	[AISGDTU, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Lrp	osmY[osmYp]	-	[RSE, APIORCISFBSCS, BPP, CSE, GEA]	STRONG
Lrp	osmY[osmYp2]	-	[RSE, APIORCISFBSCS, BPP, CSE, GEA]	STRONG
Lrp	ridA[ridAp]	+	[ICWHO, AIBSCS, BPP, CCE, GEA]	STRONG
Lrp	rrsA-ileT-alaT-rrlA-rrfA[rrsAp1]	-	[BTEI, BCE, BPP]	STRONG
Lrp	rrsA-ileT-alaT-rrlA-rrfA[rrsAp]	-	[BTEI, BPP, BCE]	STRONG
Lrp	rrsB-gltT-rrlB-rrfB[rrsBp1]	-	[BTEI, BPP, IEP, GEA]	STRONG
Lrp	rrsB-gltT-rrlB-rrfB[rrsBp]	-	[BTEI, BPP, IEP, GEA]	STRONG
Lrp	rrsC-gltU-rrlC-rrfC[rrsCp1]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsC-gltU-rrlC-rrfC[rrsCp]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp1]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsE-gltV-rrlE-rrfE[rrsEp]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsE-gltV-rrlE-rrfE[rrsEp3]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsG-gltW-rrlG-rrfG[rrsGp1]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsG-gltW-rrlG-rrfG[rrsGp]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsH-ileV-alaV-rrlH-rrfH[rrsHp1]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	rrsH-ileV-alaV-rrlH-rrfH[rrsHp]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	sdaA[sdaAp]	-	[RSE, BTEI, BPP, GEA, IGI]	STRONG
Lrp	serA[serAp2]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	serA[serAp1]	+	[RSE, BTEI, BPP, GEA, IGI]	STRONG
Lrp	serC[serCp]	+	[EME, RSE, BTEI, LTED, AIBSPD, APIORCISFBSCS, CCE, CSE, GEA, SM]	STRONG
Lrp	serC-aroA[serCp]	+	[EME, RSE, BTEI, CV(LTED/PM), LTED, PM, AIBSPD, APIORCISFBSCS, CCE, CSE, GEA, SM]	CONFIRMED
Lrp	ssrS[ssrSp1]	-	[BTEI, BPP, GEA, IGI]	STRONG
Lrp	ssrS[ssrSp2]	-	[BTEI, LTED, BPP, GEA, IGI]	STRONG
Lrp	ssrS[ssrSp]	-	[BTEI, LTED, BPP, GEA, IGI]	STRONG
Lrp	ssrS-ygfA[ssrSp1]	-	[LTED, BPP, GEA, IGI]	STRONG
Lrp	ssrS-ygfA[ssrSp2]	-	[LTED, BPP, GEA, IGI]	STRONG
Lrp	ssrS-ygfA[ssrSp]	-	[LTED, BPP, GEA, IGI]	STRONG
Lrp	stpA[stpAp1]	+	[RSE, LTED, APIORCISFBSCS, BCE, BPP, CSE, GEA]	STRONG
Lrp	yeiL[yeiLp]	+	[APIORCISFBSCS, GEA]	WEAK
Lrp	yojI[yojIp]	+	[ICWHO, GEA, ICWHO]	WEAK
LsrR	lsrACDBFG-tam[lsrAp]	-	[IHBCE, ITCR, LTED, BPP, GEA, SM]	STRONG
LsrR	lsrRK[lsrRp]	-	[LTED, BPP, GEA, SM]	STRONG
LysR	lysA[lysAp]	+	[IE, BPP, GEA, IGI]	STRONG
LysR	lysR[lysRp]	-	[IE, BPP, GEA, IGI]	STRONG
MalI	malI[malIp]	-	[HIFS, ICA, IEP, BTEI, BCE, GEA, SM]	STRONG
MalI	malXY[malXp]	-	[HIFS, ICA, IEP, BTEI, PM, BCE, GEA, SM]	STRONG
MalT	malEFG[malEp]	+	[ITCR, LTED, APIORCISFBSCS, BPP, SM, AIBSCS]	STRONG
MalT	malK-lamB-malM[malKp]	+	[AIBSCS, BPP, SM, APIORCISFBSCS]	STRONG
MalT	malPQ[malPp]	+	[AIBSCS, BPP, SM]	STRONG
MalT	malS[malSp]	+	[AISGDTU, AIBSCS, BCE]	WEAK
MalT	malZ[malZp]	+	[BTEI, AIBSCS]	WEAK
MarA	acnA[acnAp2]	+	[IE, LTED, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE]	STRONG
MarA	acrAB[acrAp]	+	[IE, IEP, ITCR, LTED, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE]	STRONG
MarA	acrZ[acrZp]	+	[IE, ICWHO, GEA, IHBCE]	WEAK
MarA	aldA[aldAp]	+	[IE, LTED, AIBSCS, GEA]	STRONG
MarA	decR[decRp]	+	[IE, ICWHO, AIBSCS]	WEAK
MarA	fpr[fprp]	+	[IE, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
MarA	fumC[fumCp]	+	[IE, BPP, GEA]	STRONG
MarA	hdeAB-yhiD[hdeAp]	-	[IE, ITCR, LTED, APIORCISFBSCS, APPH, GEA, SM]	STRONG
MarA	hdeAB-yhiD[hdeAp2]	-	[IE, ITCR, LTED, APIORCISFBSCS, APPH, GEA, SM]	STRONG
MarA	inaA[inaAp]	+	[IE, APIORCISFBSCS, BPP, GEA]	STRONG
MarA	lacZYA[lacZp1]	-	[IE, BTEI, LTED, BPP, GEA, SM]	STRONG
MarA	marRAB[marRp]	+	[IE, BTEI, IEP, ITCR, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
MarA	micF[micFp]	+	[IE, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
MarA	micF[micFp2]	+	[IE, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
MarA	mlaFEDCB[mlaFp2]	+	[IE, ICWHO, PAGTSBP, BPP, GEA, ICWHO]	STRONG
MarA	nfo[nfop]	+	[IE, APIORCISFBSCS, GEA]	WEAK
MarA	nfsB[nfsBp]	+	[IE, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
MarA	poxB[poxBp]	+	[IE, IEP, APIORCISFBSCS, GEA]	WEAK
MarA	poxB[poxBp2]	+	[IE, IEP, APIORCISFBSCS, GEA]	WEAK
MarA	pqiABC[pqiAp1]	+	[IE, PM, APIORCISFBSCS, BPP, GEA]	STRONG
MarA	pqiABC[pqiAp3]	+	[IE, PM, APIORCISFBSCS, BPP, GEA]	STRONG
MarA	purA[purAp]	-	[IE, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
MarA	putA[putAp]	+	[IE, BPP, GEA, IGI]	STRONG
MarA	rfaYZ[waaYp]	+	[IE, LTED, APIORCISFBSCS, GEA]	STRONG
MarA	rob[robp]	-	[IE, AISGDTU, APIORCISFBSCS, BPP, GEA, SM]	STRONG
MarA	slp-dctR[slpp]	-	[IE, ITCR, LTED, APIORCISFBSCS, GEA]	STRONG
MarA	sodA[sodAp]	+	[IE, BTEI, APIORCISFBSCS, BPP]	STRONG
MarA	tolC-ygiBC[tolCp4]	+	[IE, LTED, AIBSCS, GEA]	STRONG
MarA	tolC-ygiBC[tolCp3]	+	[AIBSCS, GEA, IE, LTED, AIBSCS, GEA]	STRONG
MarA	xseA[xseAp]	+	[IE, BPP, GEA, ICWHO]	STRONG
MarA	ybjC-nfsA-rimK-ybjN[ybjCp]	+	[IE, IEP, ITCR, LTED, AIBSCS, APIORCISFBSCS, CEEUMA, GEA, RSE]	STRONG
MarA	ycgZ-ymgA-ariR-ymgC[ycgZp]	+	[IE, LTED, AIBSCS, BPP, CSE, SM]	STRONG
MarA	ycgZ-ymgA-ariR-ymgC[ycgZp2]	+	[IE, LTED, AIBSCS, BPP, CSE, SM]	STRONG
MarA	yncE[yncEp]	+	[IE, AISGDTU, APIORCISFBSCS, GEA]	WEAK
MarA	zwf[zwfp]	+	[IE, APIORCISFBSCS, BPP, GEA]	STRONG
MarR	marRAB[marRp]	-	[BTEI, IEP, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA, GS, SM]	STRONG
MatA	ecpA[ecpAp]	+	[AIFS, APPHINH, IEP, ICWHO, BPP, GEA, IGI]	STRONG
MatA	ecpR[ecpRp]	+	[AIFS, APPHINH, IEP, ICWHO, BPP, GEA, IGI]	STRONG
MatA	flhDC[flhDp]	-	[AIFS, APPHINH, IEP, LTED, BPP, GEA, IGI]	STRONG
MatA	flhDC[flhDp2]	-	[AIFS, APPHINH, IEP, BPP, GEA, IGI]	STRONG
MatA	fliAZY[fliAp1]	-	[AIFS, APPHINH, IEP, LTED, BPP, GEA, IGI]	STRONG
MatA	fliC[fliCp]	-	[AIFS, APPHINH, IEP, ICWHO, LTED, BPP, GEA, IGI]	STRONG
MazE	mazEFG[mazEp1]	-	[BCE, GEA, SM, ITCR, LTED, PAGTSBP, BCE, GEA, SM]	STRONG
MazE	mazEFG[mazEp2]	-	[ITCR, LTED, PAGTSBP, BCE, GEA, SM]	STRONG
MazE-MazF	mazEFG[mazEp1]	-	[BCE, GEA, SM, IE, ITCR, LTED, PAGTSBP, BCE, GEA, SM]	STRONG
MazE-MazF	mazEFG[mazEp2]	-	[IE, ITCR, LTED, PAGTSBP, BCE, GEA, SM]	STRONG
McbR	mcbA[mcbAp5]	-	[AIFS, APPPHH, AUP, IEP, ICWHO, BPP, GEA, IGI]	STRONG
McbR	rmf[rmfp]	+	[AIFS, APPPHH, AUP, IEP, BTEI, ICWHO, BPP, GEA, IGI]	STRONG
McbR	rsd[rsdp2]	+	[AIFS, APPPHH, AUP, IEP, ICWHO, BPP, GEA, IGI]	STRONG
McbR	yciG[yciGp]	+	[AIFS, APPPHH, AUP, IEP, BTEI, BPP, GEA]	STRONG
McbR	yciGFE[yciGp]	+	[AIFS, APPPHH, AUP, IEP, BTEI, ITCR, BPP, GEA]	STRONG
MelR	melAB[melAp]	+	[BTEI, APIORCISFBSCS, BPP, GEA, SM]	STRONG
MelR	melR[melRp]	+	[BTEI, BPP, GEA, SM, APIORCISFBSCS]	STRONG
MetJ	ahpCF[ahpCp]	-	[PAGTSBP, AIBSCS]	WEAK
MetJ	folE-yeiB[folEp]	-	[ICWHO, AIBSCS, BPP, GEA]	STRONG
MetJ	metA[metAp1]	-	[LTED, AIBSCS, BCE, BPP, GEA]	STRONG
MetJ	metBL[metBp]	-	[PM, AIBSCS, GEA]	STRONG
MetJ	metC[metCp]	-	[BPP, GEA, IGI]	STRONG
MetJ	metE[metEp]	-	[BPP]	STRONG
MetJ	metF[metFp]	-	[AIBSCS, BCE, SM]	STRONG
MetJ	metK[metKp]	-	[ICWHO, AIBSCS]	WEAK
MetJ	metK[metKp2]	-	[ICWHO, AIBSCS]	WEAK
MetJ	metNIQ[metNp]	-	[IEP, ITCR, AIBSCS, APIORCISFBSCS, GEA]	WEAK
MetJ	metR[metRp1]	-	[BPP]	STRONG
MetJ	metR[metRp2]	-	[BPP]	STRONG
MetR	glyA[glyAp]	+	[APIORCISFBSCS, BPP, GEA, SM, IMP]	STRONG
MetR	hmp[hmpp]	+	[AISGDTU, BTEI, APIORCISFBSCS, BPP, GEA, IMP, SM]	STRONG
MetR	metE[metEp]	+	[APIORCISFBSCS, BPP, GEA]	STRONG
MetR	metH[metHp]	+	[APIORCISFBSCS, GEA]	WEAK
MetR	metR[metRp1]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
MetR	metR[metRp2]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
MhpR	mhpABCDFE[mhpAp]	+	[IEP, ITCR, APIORCISFBSCS, BCE, GEA, SM]	STRONG
Mlc	malT[malTp]	-	[APPH, BCE, BTEI, APIORCISFBSCS, BCE, GEA]	STRONG
Mlc	manXYZ[manXp]	-	[APPH, BCE, BCE, GEA]	STRONG
Mlc	mlc[mlcp1]	-	[APPH, BCE, ICWHO, APIORCISFBSCS, BCE, GEA]	STRONG
Mlc	mlc-ynfK[mlcp2]	-	[APPH, BCE, ICWHO, ITCR, APIORCISFBSCS, BCE, GEA]	STRONG
Mlc	mlc-ynfK[mlcp]	-	[APPH, BCE, ICWHO, ITCR, APIORCISFBSCS, BCE, GEA]	STRONG
Mlc	ptsG[ptsGp1]	-	[APPH, BCE, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
Mlc	ptsG[ptsGp2]	-	[APPH, BCE, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
Mlc	ptsHI-crr[ptsHp4]	-	[APPH, BCE, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
Mlc	ptsHI-crr[ptsHp]	-	[APPH, BCE, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
MlrA	cadC[cadCp]	+	[AIFS, APPHINH, IEP, IHBCE, APIORCISFBSCS, BPP]	STRONG
MlrA	csgDEFG[csgDp1]	+	[AIFS, APPHINH, IEP, IHBCE, BTEI, PAGTSBP, BPP, GEA]	STRONG
MlrA	csgDEFG[csgDp3]	+	[AIFS, APPHINH, IEP, IHBCE, BTEI, PAGTSBP, BPP, GEA]	STRONG
MlrA	ibaG[ibaGp2]	+	[AIFS, APPHINH, IEP, IHBCE, ICWHO, APIORCISFBSCS, BPP]	STRONG
MlrA	rplU-rpmA[rplUp]	+	[AIFS, APPHINH, IEP, IHBCE, APIORCISFBSCS, BPP]	STRONG
MlrA	rplU-rpmA-yhbE-obgE[rplUp]	+	[AIFS, APPHINH, IEP, IHBCE, ITCR, LTED, APIORCISFBSCS, BPP]	STRONG
MngR	mngAB[mngAp]	-	[APIORCISFBSCS, BPP, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
MngR	mngR[mngRp]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
MntR	dps[dpsp]	-	[HIFS, IEP, IHBCE, IPI, APIORCISFBSCS, GEA]	WEAK
MntR	dps[dpsp2]	-	[HIFS, IEP, IHBCE, IPI, APIORCISFBSCS, GEA]	WEAK
MntR	mntH[mntHp]	-	[HIFS, IEP, IHBCE, IPI, AISGDTU, AIBSCS, BPP, GEA]	STRONG
MntR	mntP[mntPp]	+	[HIFS, IEP, IHBCE, IPI, ICWHO, LTED, APIORCISFBSCS, GEA]	STRONG
MntR	rybA-mntS[rybAp]	-	[HIFS, IEP, IHBCE, IPI, BTEI, LTED, APIORCISFBSCS, GEA]	STRONG
ModE	deoCABD[deoCp2]	-	[LTED, APIORCISFBSCS, BPP, GEA]	STRONG
ModE	dmsABC[dmsAp2]	-	[APIORCISFBSCS, BPP, GEA, SM]	STRONG
ModE	hycABCDEFGHI[hycAp]	+	[BTEI, BPP, GEA]	STRONG
ModE	moaABCDE[moaAp2]	+	[BPP, GEA]	STRONG
ModE	modABC[modAp]	-	[BPP, GEA, SM]	STRONG
ModE	napFDAGHBC-ccmABCDEFGH[napFp1]	+	[APIORCISFBSCS, BPP, GEA, SM]	STRONG
ModE	napFDAGHBC-ccmABCDEFGH[napFp2]	+	[APIORCISFBSCS, BPP, GEA, SM]	STRONG
ModE	narXL[narXp]	+	[APIORCISFBSCS, BPP, GEA]	STRONG
ModE	oppABCDF[oppAp]	-	[ITCR, BPP, GEA, IGI]	STRONG
MprA	acrAB[acrAp]	-	[IEP, ITCR, LTED, AIBSCS]	STRONG
MprA	emrRAB[mprAp]	-	[PM, BPP]	STRONG
MprA	nmpC[nmpCp]	-	[LTED, AIBSCS]	STRONG
MqsA	csgDEFG[csgDp1]	-	[AIFS, APPHINH, BTEI, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
MqsA	csgDEFG[csgDp3]	-	[AIFS, APPHINH, BTEI, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
MqsA	cspD[cspDp]	-	[AIFS, APPHINH, BTEI, BPP, GEA]	STRONG
MqsA	mqsRA[mqsRp]	-	[AIFS, APPHINH, ICWHO, LTED, APIORCISFBSCS, BPP, GEA, IHBCE]	STRONG
MqsA	rpoS[rpoSp]	-	[AIFS, APPHINH, PM, BPP, GEA, IHBCE, SM]	STRONG
MraZ	mioC[mioCp]	-	[APPHINH, HIFS, IEP, IPI, ICWHO, BPP, GEA, AIBSCS]	STRONG
MraZ	mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC[mraZp]	-	[APPHINH, HIFS, IEP, IPI, PAGTSBP, PM, AIBSCS, BPP, GEA, SM]	STRONG
MurR	murQP[murQp1]	-	[PAGTSBP, BPP, GEA, ICWHO]	STRONG
MurR	murQP[murQp2]	-	[BPP, GEA, PAGTSBP, BPP, GEA, ICWHO]	STRONG
MurR	murQP[murQp]	-	[PAGTSBP, BPP, GEA, ICWHO]	STRONG
MurR	murR[murRp]	+	[ICWHO, APIORCISFBSCS, GEA]	WEAK
MurR	murR[murRp2]	+	[ICWHO, APIORCISFBSCS, GEA]	WEAK
Nac	asnC[asnCp]	-	[RSE, HIFS, IDA, IFC, BTEI, LTED, AIBSPD, APIORCISFBSCS, CSE, GEA]	STRONG
Nac	asnC-mioC[asnCp]	-	[RSE, HIFS, IDA, IFC, LTED, AIBSPD, APIORCISFBSCS, CSE, GEA]	STRONG
Nac	asnC-mioC-mnmG[asnCp]	-	[RSE, HIFS, IDA, IFC, LTED, AIBSPD, APIORCISFBSCS, CSE, GEA]	STRONG
Nac	codBA[codBp]	+	[RSE, HIFS, IDA, IFC, ITCR, PM, AIBSCS, AIBSPD, BPP, CSE, GEA, SM]	STRONG
Nac	feaR[feaRp2]	+	[HIFS, IDA, IFC, BTEI, IHBCE]	STRONG
Nac	gabDTP[gabDp1]	+	[RSE, HIFS, IDA, IFC, ITCR, PM, AIBSPD, APIORCISFBSCS, CSE, GEA]	STRONG
Nac	gabDTP[gabDp]	+	[RSE, HIFS, IDA, IFC, ITCR, PM, AIBSPD, APIORCISFBSCS, CSE, GEA]	STRONG
Nac	gdhA[gdhAp1]	-	[RSE, HIFS, IDA, IFC, LTED, AIBSPD, APIORCISFBSCS, CSE, GEA]	STRONG
Nac	gltBDF[gltBp]	-	[HIFS, IDA, IFC, CV(LTED/PM), LTED, PM, BPP, GEA, IGI]	CONFIRMED
Nac	gltBDF[gltBp2]	-	[HIFS, IDA, IFC, CV(LTED/PM), LTED, PM, BPP, GEA, IGI]	CONFIRMED
Nac	nac[nacp]	-	[HIFS, IDA, IFC, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
Nac	nupC[nupCp]	+	[HIFS, IDA, IFC, BPP, GEA, IGI]	STRONG
Nac	serA[serAp1]	-	[HIFS, IDA, IFC, BTEI, APIORCISFBSCS, GEA, RSE, AIBSPD, CSE]	STRONG
Nac	ydcSTUV-patD[ydcSp1]	+	[HIFS, IDA, IFC, ITCR, APIORCISFBSCS, GEA, IDA]	STRONG
NadR	nadB[nadBp]	-	[AIBSCS, BPP, GEA, IMP]	STRONG
NadR	pncB[pncBp]	-	[AIBSCS]	WEAK
NagC	chbBCARFG[chbBp]	-	[APPH, AIBSCS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
NagC	chiP-ybfN[chiPp]	-	[APPH, LTED, AIBSCS, BPP, GEA]	STRONG
NagC	creABCD[creAp]	-	[APPH, BTEI, AIBSCS]	STRONG
NagC	dinI[dinIp]	-	[APPH, ICWHO, AIBSCS]	STRONG
NagC	feoABC[feoAp]	?	[APPH, PM, AIBSCS]	STRONG
NagC	fimB[fimBp2]	+	[APPH, LTED, AIBSCS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
NagC	galP[galPp]	-	[APPH, AIBSCS, BPP, SM]	STRONG
NagC	glmUS[glmUp1]	+	[APPH, LTED, PAGTSBP, APIORCISFBSCS, BPP, SM]	STRONG
NagC	glmUS[glmUp2]	-	[APPH, LTED, PAGTSBP, APIORCISFBSCS, BPP, SM]	STRONG
NagC	manXYZ[manXp]	-	[APPH, BCE, GEA, AIBSCS, APIORCISFBSCS]	STRONG
NagC	nagBACD[nagBp]	-	[APPH, CV(LTED/PM), LTED, PM, BPP, GEA, SM]	CONFIRMED
NagC	nagE[nagEp]	-	[APPH, BTEI, PM, BPP, GEA, SM]	STRONG
NagC	nanCM[nanCp]	-	[APPH, ICWHO, AIBSCS, APIORCISFBSCS, BPP, SM, GEA]	STRONG
NagC	nanCMS[nanCp]	-	[APPH, ITCR, PAGTSBP, AIBSCS, APIORCISFBSCS, BPP, SM, GEA]	STRONG
NagC	ptsHI-crr[ptsHp4]	-	[AIBSCS, APPH, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
NagC	ptsHI-crr[ptsHp5]	-	[APPH, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
NagC	ptsHI-crr[ptsHp3]	-	[AIBSCS, APPH, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
NagC	ptsHI-crr[ptsHp]	-	[AIBSCS, APPH, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
NagC	ydeNM[ydeNp]	-	[APPH, IC, ITCR, AIBSCS]	STRONG
NagC	ydeP[ydePp]	-	[APPH, AIBSCS]	STRONG
NanR	fimB[fimBp2]	+	[APPH, IFC, LTED, APIORCISFBSCS, BPP, GEA, GS, SM]	STRONG
NanR	nanA[nanAp]	-	[APPH, IFC, LTED, BPP, GEA, SM]	STRONG
NanR	nanATEK-yhcH[nanAp]	-	[APPH, IFC, CV(LTED/PM), ITCR, LTED, PM, BPP, GEA, SM]	CONFIRMED
NanR	nanCM[nanCp]	-	[APPH, IFC, ICWHO, APIORCISFBSCS, BPP, GEA, GS, SM]	STRONG
NanR	nanCMS[nanCp]	-	[APPH, IFC, ITCR, PAGTSBP, APIORCISFBSCS, BPP, GEA, GS, SM]	STRONG
NanR	yjhBC[yjhBp2]	-	[APPH, IFC, ICWHO, ITCR, BPP, GEA, SM]	STRONG
NarL	adhE[adhEp1]	-	[AIFS, TASES, APIORCISFBSCS, GEA]	WEAK
NarL	adhE[adhEp2]	-	[AIFS, APIORCISFBSCS, GEA]	WEAK
NarL	adhE[adhEp]	-	[AIFS, TASES, APIORCISFBSCS, GEA]	WEAK
NarL	aspA[aspAp]	-	[AIFS, BTEI, LTED, BPP, GEA]	STRONG
NarL	aspA-dcuA[aspAp]	-	[AIFS, LTED, BPP, GEA]	STRONG
NarL	caiF[caiFp]	-	[AIFS, LTED, BPP, GEA, IGI]	STRONG
NarL	citCDEFXG[citCp2]	-	[AIBSCS, AIFS, PAGTSBP, AIBSCS]	WEAK
NarL	cydDC[cydDp]	+	[AIFS, CV(LTED/PM), LTED, PM, APIORCISFBSCS, GEA]	CONFIRMED
NarL	dcuB-fumB[dcuBp]	-	[AIFS, LTED, APIORCISFBSCS, GEA]	STRONG
NarL	dcuSR[dcuSp]	-	[AIFS, ITCR, APIORCISFBSCS, BPP, GEA]	STRONG
NarL	dmsABC[dmsAp1]	-	[AIFS, BCE, BPP, APIORCISFBSCS]	STRONG
NarL	dpiBA[dpiBp]	-	[AIFS, ICWHO, LTED, PAGTSBP, AIBSCS]	STRONG
NarL	dpiBA[dpiBp2]	-	[AIFS, LTED, AIBSCS]	STRONG
NarL	fdhF[fdhFp]	-	[AIFS, BPP, GEA, IGI]	STRONG
NarL	fdnGHI[fdnGp]	+	[AIFS, APIORCISFBSCS, BPP, GEA, SM, BCE]	STRONG
NarL	focA-pflB[focAp1]	-	[AIFS, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
NarL	focA-pflB[focAp3]	-	[AIFS, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
NarL	frdABCD[frdAp]	-	[AIFS, BTEI, APIORCISFBSCS, BPP]	STRONG
NarL	frdABCD[frdAp2]	-	[AIFS, BTEI, APIORCISFBSCS, BPP]	STRONG
NarL	hcp-hcr[hcpp]	+	[AIFS, PM, APIORCISFBSCS, BPP, GEA]	STRONG
NarL	hcp-hcr-poxB[hcpp]	+	[AIFS, ITCR, APIORCISFBSCS, BPP, GEA]	STRONG
NarL	hyaABCDEF[hyaAp]	-	[AIFS, BTEI, ITCR, APIORCISFBSCS, GEA]	WEAK
NarL	hyaABCDEF[hyaAp2]	-	[AIFS, BTEI, ITCR, APIORCISFBSCS, GEA]	WEAK
NarL	hybOABCDEFG[hybOp1]	-	[AIFS, IEP, ITCR, PM, APIORCISFBSCS, GEA]	STRONG
NarL	moeAB[moeAp]	+	[AIFS, AIBSCS, GEA]	WEAK
NarL	napFDAGHBC-ccmABCDEFGH[napFp1]	-	[AIFS, APIORCISFBSCS, GEA, SM]	STRONG
NarL	napFDAGHBC-ccmABCDEFGH[napFp2]	-	[AIFS, APIORCISFBSCS, GEA, SM]	STRONG
NarL	narGHJI[narGp]	+	[AIFS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
NarL	narK[narKp1]	+	[AIFS, APIORCISFBSCS, BPP, SM]	STRONG
NarL	nikABCDER[nikAp1]	-	[AIFS, IEP, ITCR, PM, BPP, GEA, IGI]	STRONG
NarL	nirBDC-cysG[nirBp]	+	[AIFS, BCE, BPP, GEA, SM]	STRONG
NarL	norVW[norVp]	-	[AIFS, IEP, ITCR, LTED, APIORCISFBSCS, GEA]	STRONG
